"Year","Geography","DGUID","Age_Group","Gender","Indicators","Number.of.persons","Low.95..confidence.interval..number.of.persons","High.95..confidence.interval..number.of.persons","Coefficient.of.variation.for.number.of.persons","Percent","Low.95..confidence.interval..percent","High.95..confidence.interval..percent","Coefficient.of.variation.for.percent"
2002,"New Brunswick","2021A000213","25-44 years","Men+","Major depressive episode, life",11640,6826,16454,211,10.5,6.2,14.9,211
2002,"New Brunswick","2021A000213","25-44 years","Men+","Suicidal thoughts, life",16374,10914,21833,170,14.8,9.9,19.8,170
2002,"New Brunswick","2021A000213","25-44 years","Women+","Major depressive episode, life",17730,12675,22785,146,15.8,11.3,20.4,146
2002,"New Brunswick","2021A000213","25-44 years","Women+","Suicidal thoughts, life",14687,10492,18883,146,13.1,9.3,16.8,146
2002,"New Brunswick","2021A000213","25-44 years","Women+","Suicidal thoughts, 12 months",5215,2266,8163,289,4.6,2,7.3,289
2002,"New Brunswick","2021A000213","45-64 years","Total, gender of person","Major depressive episode, life",27566,21071,34061,120,14.2,10.9,17.6,120
2002,"New Brunswick","2021A000213","45-64 years","Total, gender of person","Suicidal thoughts, life",23839,18502,29177,114,12.3,9.5,15,114
2002,"New Brunswick","2021A000213","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",3557,1622,5492,278,1.8,0.8,2.8,278
2002,"New Brunswick","2021A000213","45-64 years","Men+","Major depressive episode, life",12014,7797,16232,179,12.4,8.1,16.8,179
2002,"New Brunswick","2021A000213","45-64 years","Men+","Suicidal thoughts, life",9691,6396,12986,174,10,6.6,13.4,174
2002,"New Brunswick","2021A000213","45-64 years","Women+","Major depressive episode, life",15552,10844,20259,154,16,11.1,20.8,155
2002,"New Brunswick","2021A000213","45-64 years","Women+","Suicidal thoughts, life",14149,10135,18162,145,14.5,10.4,18.6,145
2002,"New Brunswick","2021A000213","65+ years","Total, gender of person","Major depressive episode, life",7763,4859,10666,191,8.4,5.3,11.6,191
2002,"New Brunswick","2021A000213","65+ years","Total, gender of person","Suicidal thoughts, life",4853,2167,7539,282,5.2,2.3,8.1,282
2002,"New Brunswick","2021A000213","65+ years","Women+","Major depressive episode, life",4826,2701,6951,225,9.2,5.2,13.2,224
2002,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Major depressive episode, life",874377,793282,955471,47,14.6,13.2,15.9,47
2002,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",893295,811829,974761,47,14.8,13.5,16.2,47
2002,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",235948,180541,291355,120,3.9,3,4.8,120
2002,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",40949,25099,56799,198,0.7,0.4,0.9,198
2002,"Quebec","2021A000224","Total 15++ Years","Men+","Major depressive episode, life",339999,284887,395111,83,11.5,9.7,13.4,83
2002,"Quebec","2021A000224","Total 15++ Years","Men+","Suicidal thoughts, life",395918,344284,447552,67,13.4,11.6,15.1,67
2002,"Quebec","2021A000224","Total 15++ Years","Men+","Suicidal thoughts, 12 months",103935,70419,137451,165,3.5,2.4,4.6,165
2002,"Quebec","2021A000224","Total 15++ Years","Women+","Major depressive episode, life",534377,469911,598844,62,17.6,15.4,19.7,62
2002,"Quebec","2021A000224","Total 15++ Years","Women+","Suicidal thoughts, life",497377,435328,559426,64,16.2,14.2,18.2,64
2002,"Quebec","2021A000224","Total 15++ Years","Women+","Suicidal thoughts, 12 months",132013,88467,175559,168,4.3,2.9,5.7,168
2002,"Quebec","2021A000224","Total 15++ Years","Women+","Eating disorder, current diagnosed condition",32383,18713,46053,215,1.1,0.6,1.5,215
2002,"Quebec","2021A000224","15-24 Years","Total, gender of person","Major depressive episode, life",119778,91792,147764,119,12.6,9.6,15.5,119
2002,"Quebec","2021A000224","15-24 Years","Total, gender of person","Suicidal thoughts, life",138279,112398,164160,96,14.5,11.8,17.2,96
2002,"Quebec","2021A000224","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",49252,30791,67713,191,5.2,3.2,7.1,191
2002,"Quebec","2021A000224","15-24 Years","Men+","Major depressive episode, life",39810,23351,56268,211,8.2,4.8,11.5,211
2002,"Quebec","2021A000224","15-24 Years","Men+","Suicidal thoughts, life",56120,38606,73633,159,11.5,7.9,15.1,159
2002,"Quebec","2021A000224","15-24 Years","Men+","Suicidal thoughts, 12 months",20675,7787,33564,318,4.2,1.6,6.9,318
2002,"Quebec","2021A000224","15-24 Years","Women+","Major depressive episode, life",79968,57775,102161,142,17.1,12.4,21.9,142
2002,"Quebec","2021A000224","15-24 Years","Women+","Suicidal thoughts, life",82160,63354,100966,117,17.6,13.6,21.6,117
2002,"Quebec","2021A000224","15-24 Years","Women+","Suicidal thoughts, 12 months",28577,16292,40862,219,6.1,3.5,8.7,219
2002,"Quebec","2021A000224","25-44 years","Total, gender of person","Major depressive episode, life",348528,295180,401877,78,15.8,13.3,18.2,78
2002,"Quebec","2021A000224","25-44 years","Total, gender of person","Suicidal thoughts, life",411323,358883,463763,65,18.5,16.2,20.9,65
2002,"Quebec","2021A000224","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",92856,62112,123600,169,4.2,2.8,5.6,169
2002,"Quebec","2021A000224","25-44 years","Total, gender of person","Eating disorder, current diagnosed condition",21081,8484,33678,305,0.9,0.4,1.5,305
2002,"Quebec","2021A000224","25-44 years","Men+","Major depressive episode, life",137306,102201,172410,130,12.3,9.1,15.4,130
2002,"Quebec","2021A000224","25-44 years","Men+","Suicidal thoughts, life",202724,165230,240218,94,18,14.7,21.3,95
2002,"Quebec","2021A000224","25-44 years","Men+","Suicidal thoughts, 12 months",48808,22101,75515,279,4.3,2,6.7,279
2002,"Quebec","2021A000224","25-44 years","Women+","Major depressive episode, life",211223,171173,251272,97,19.3,15.7,23,97
2002,"Quebec","2021A000224","25-44 years","Women+","Suicidal thoughts, life",208599,172423,244775,89,19.1,15.7,22.4,89
2002,"Quebec","2021A000224","25-44 years","Women+","Suicidal thoughts, 12 months",44048,29281,58815,171,4,2.7,5.4,171
2002,"Quebec","2021A000224","45-64 years","Total, gender of person","Major depressive episode, life",325709,274009,377408,81,16.8,14.1,19.5,81
2002,"Quebec","2021A000224","45-64 years","Total, gender of person","Suicidal thoughts, life",280257,236050,324465,81,14.4,12.1,16.7,81
2002,"Quebec","2021A000224","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",67188,37273,97102,227,3.5,1.9,5,227
2002,"Quebec","2021A000224","45-64 years","Men+","Major depressive episode, life",132545,96000,169090,141,13.8,10,17.6,141
2002,"Quebec","2021A000224","45-64 years","Men+","Suicidal thoughts, life",116837,90215,143459,116,12.2,9.4,14.9,116
2002,"Quebec","2021A000224","45-64 years","Men+","Suicidal thoughts, 12 months",31391,16666,46116,239,3.3,1.7,4.8,239
2002,"Quebec","2021A000224","45-64 years","Women+","Major depressive episode, life",193164,156843,229484,96,19.8,16,23.5,96
2002,"Quebec","2021A000224","45-64 years","Women+","Suicidal thoughts, life",163420,128253,198586,110,16.6,13,20.2,110
2002,"Quebec","2021A000224","65+ years","Total, gender of person","Major depressive episode, life",80362,59829,100895,130,9.1,6.8,11.3,129
2002,"Quebec","2021A000224","65+ years","Total, gender of person","Suicidal thoughts, life",63435,31862,95009,254,7,3.5,10.4,254
2002,"Quebec","2021A000224","65+ years","Men+","Major depressive episode, life",30339,16135,44543,239,7.9,4.2,11.6,239
2002,"Quebec","2021A000224","65+ years","Men+","Suicidal thoughts, life",20237,10739,29736,240,5.2,2.8,7.7,240
2002,"Quebec","2021A000224","65+ years","Women+","Major depressive episode, life",50023,34919,65127,154,9.9,7,12.8,152
2002,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Major depressive episode, life",1047286,977790,1116782,34,10.9,10.2,11.6,34
2002,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",1121923,1050676,1193169,32,11.6,10.9,12.4,32
2002,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",338939,298213,379664,61,3.5,3.1,3.9,61
2002,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",40042,27079,53006,165,0.4,0.3,0.5,165
2002,"Ontario","2021A000235","Total 15++ Years","Men+","Major depressive episode, life",385855,343393,428316,56,8.2,7.3,9.1,56
2002,"Ontario","2021A000235","Total 15++ Years","Men+","Suicidal thoughts, life",492429,443502,541355,51,10.4,9.4,11.5,51
2002,"Ontario","2021A000235","Total 15++ Years","Men+","Suicidal thoughts, 12 months",171478,139768,203187,94,3.6,3,4.3,94
2002,"Ontario","2021A000235","Total 15++ Years","Men+","Eating disorder, current diagnosed condition",7520,2665,12375,329,0.2,0.1,0.3,329
2002,"Ontario","2021A000235","Total 15++ Years","Women+","Major depressive episode, life",661432,605918,716946,43,13.5,12.4,14.6,43
2002,"Ontario","2021A000235","Total 15++ Years","Women+","Suicidal thoughts, life",629494,579621,679367,40,12.8,11.8,13.8,40
2002,"Ontario","2021A000235","Total 15++ Years","Women+","Suicidal thoughts, 12 months",167461,141448,193474,79,3.4,2.9,3.9,79
2002,"Ontario","2021A000235","Total 15++ Years","Women+","Eating disorder, current diagnosed condition",32522,20236,44808,193,0.7,0.4,0.9,193
2002,"Ontario","2021A000235","15-24 Years","Total, gender of person","Major depressive episode, life",159416,131682,187150,89,10.1,8.4,11.9,89
2002,"Ontario","2021A000235","15-24 Years","Total, gender of person","Suicidal thoughts, life",216292,186218,246366,71,13.7,11.8,15.6,71
2002,"Ontario","2021A000235","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",95414,77110,113718,98,6.1,4.9,7.2,98
2002,"Ontario","2021A000235","15-24 Years","Total, gender of person","Eating disorder, current diagnosed condition",11940,5475,18404,276,0.8,0.3,1.2,276
2002,"Ontario","2021A000235","15-24 Years","Men+","Major depressive episode, life",54119,37655,70583,155,6.7,4.7,8.8,155
2002,"Ontario","2021A000235","15-24 Years","Men+","Suicidal thoughts, life",83089,63148,103030,122,10.3,7.9,12.8,122
2002,"Ontario","2021A000235","15-24 Years","Men+","Suicidal thoughts, 12 months",37548,25330,49767,166,4.7,3.2,6.2,166
2002,"Ontario","2021A000235","15-24 Years","Women+","Major depressive episode, life",105297,82187,128407,112,13.7,10.7,16.7,112
2002,"Ontario","2021A000235","15-24 Years","Women+","Suicidal thoughts, life",133203,110754,155653,86,17.3,14.4,20.2,86
2002,"Ontario","2021A000235","15-24 Years","Women+","Suicidal thoughts, 12 months",57866,43849,71883,124,7.5,5.7,9.3,124
2002,"Ontario","2021A000235","15-24 Years","Women+","Eating disorder, current diagnosed condition",10612,4381,16843,300,1.4,0.6,2.2,300
2002,"Ontario","2021A000235","25-44 years","Total, gender of person","Major depressive episode, life",453840,410987,496694,48,12,10.9,13.1,48
2002,"Ontario","2021A000235","25-44 years","Total, gender of person","Suicidal thoughts, life",455560,411291,499829,50,12,10.9,13.2,50
2002,"Ontario","2021A000235","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",121193,97086,145300,102,3.2,2.6,3.8,102
2002,"Ontario","2021A000235","25-44 years","Total, gender of person","Eating disorder, current diagnosed condition",18701,10896,26505,213,0.5,0.3,0.7,213
2002,"Ontario","2021A000235","25-44 years","Men+","Major depressive episode, life",169940,143242,196638,80,9,7.6,10.4,80
2002,"Ontario","2021A000235","25-44 years","Men+","Suicidal thoughts, life",199039,169637,228440,75,10.5,9,12.1,75
2002,"Ontario","2021A000235","25-44 years","Men+","Suicidal thoughts, 12 months",57111,40934,73288,145,3,2.2,3.9,145
2002,"Ontario","2021A000235","25-44 years","Women+","Major depressive episode, life",283900,249717,318083,61,15,13.2,16.8,61
2002,"Ontario","2021A000235","25-44 years","Women+","Suicidal thoughts, life",256521,221678,291364,69,13.5,11.7,15.4,69
2002,"Ontario","2021A000235","25-44 years","Women+","Suicidal thoughts, 12 months",64082,46460,81704,140,3.4,2.5,4.3,140
2002,"Ontario","2021A000235","25-44 years","Women+","Eating disorder, current diagnosed condition",14743,7449,22037,252,0.8,0.4,1.2,252
2002,"Ontario","2021A000235","45-64 years","Total, gender of person","Major depressive episode, life",356718,313531,399905,62,12.5,11,14.1,62
2002,"Ontario","2021A000235","45-64 years","Total, gender of person","Suicidal thoughts, life",365168,320704,409632,62,12.8,11.2,14.3,62
2002,"Ontario","2021A000235","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",99764,72678,126849,139,3.5,2.5,4.4,139
2002,"Ontario","2021A000235","45-64 years","Total, gender of person","Eating disorder, current diagnosed condition",8429,3014,13844,328,0.3,0.1,0.5,328
2002,"Ontario","2021A000235","45-64 years","Men+","Major depressive episode, life",134011,105112,162909,110,9.6,7.5,11.7,110
2002,"Ontario","2021A000235","45-64 years","Men+","Suicidal thoughts, life",174166,142801,205530,92,12.4,10.2,14.7,92
2002,"Ontario","2021A000235","45-64 years","Men+","Suicidal thoughts, 12 months",64414,40380,88449,190,4.6,2.9,6.3,190
2002,"Ontario","2021A000235","45-64 years","Women+","Major depressive episode, life",222707,191342,254072,72,15.4,13.2,17.5,72
2002,"Ontario","2021A000235","45-64 years","Women+","Suicidal thoughts, life",191002,161851,220154,78,13.1,11.1,15.2,78
2002,"Ontario","2021A000235","45-64 years","Women+","Suicidal thoughts, 12 months",35349,21910,48789,194,2.4,1.5,3.4,194
2002,"Ontario","2021A000235","65+ years","Total, gender of person","Major depressive episode, life",77312,63679,90945,90,5.4,4.5,6.4,90
2002,"Ontario","2021A000235","65+ years","Total, gender of person","Suicidal thoughts, life",84903,69194,100612,94,5.9,4.8,7,94
2002,"Ontario","2021A000235","65+ years","Total, gender of person","Suicidal thoughts, 12 months",22568,14419,30716,184,1.6,1,2.1,184
2002,"Ontario","2021A000235","65+ years","Men+","Major depressive episode, life",27785,19302,36268,156,4.4,3.1,5.8,156
2002,"Ontario","2021A000235","65+ years","Men+","Suicidal thoughts, life",36136,25987,46284,143,5.7,4.1,7.3,143
2002,"Ontario","2021A000235","65+ years","Men+","Suicidal thoughts, 12 months",12404,5730,19078,275,2,0.9,3,275
2002,"Ontario","2021A000235","65+ years","Women+","Major depressive episode, life",49527,39010,60044,108,6.2,4.9,7.6,108
2002,"Ontario","2021A000235","65+ years","Women+","Suicidal thoughts, life",48767,36546,60989,128,6.1,4.5,7.6,128
2002,"Ontario","2021A000235","65+ years","Women+","Suicidal thoughts, 12 months",10164,5789,14539,220,1.3,0.7,1.8,220
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Major depressive episode, life",457393,418443,496343,43,11.4,10.4,12.3,44
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",584727,543944,625511,36,14.5,13.4,15.5,36
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",164629,142280,186979,69,4.1,3.5,4.6,69
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",21351,11728,30975,230,0.5,0.3,0.8,230
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Major depressive episode, life",175679,150950,200408,72,8.8,7.5,10,72
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Suicidal thoughts, life",281806,252268,311344,54,14,12.5,15.4,53
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Men+","Suicidal thoughts, 12 months",83323,65890,100756,107,4.1,3.3,5,107
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Major depressive episode, life",281714,253017,310410,52,14,12.5,15.4,52
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Suicidal thoughts, life",302922,273049,332794,50,14.9,13.5,16.4,50
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Suicidal thoughts, 12 months",81306,65344,97268,100,4,3.2,4.8,100
2002,"Prairie Provinces","2021A00014","Total 15++ Years","Women+","Eating disorder, current diagnosed condition",20781,11123,30439,237,1,0.5,1.5,237
2002,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Major depressive episode, life",68748,54667,82830,105,9.3,7.4,11.1,105
2002,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Suicidal thoughts, life",132989,115725,150253,66,17.8,15.5,20.1,66
2002,"Prairie Provinces","2021A00014","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",48791,35801,61781,136,6.5,4.8,8.3,136
2002,"Prairie Provinces","2021A00014","15-24 Years","Men+","Major depressive episode, life",26284,16972,35596,181,6.9,4.5,9.4,181
2002,"Prairie Provinces","2021A00014","15-24 Years","Men+","Suicidal thoughts, life",60820,47645,73995,111,15.9,12.5,19.3,111
2002,"Prairie Provinces","2021A00014","15-24 Years","Men+","Suicidal thoughts, 12 months",22435,13730,31140,198,5.9,3.6,8.1,198
2002,"Prairie Provinces","2021A00014","15-24 Years","Women+","Major depressive episode, life",42464,32746,52182,117,11.7,9,14.4,117
2002,"Prairie Provinces","2021A00014","15-24 Years","Women+","Suicidal thoughts, life",72169,59914,84424,87,19.9,16.5,23.3,87
2002,"Prairie Provinces","2021A00014","15-24 Years","Women+","Suicidal thoughts, 12 months",26356,16466,36246,192,7.3,4.5,10,192
2002,"Prairie Provinces","2021A00014","25-44 years","Total, gender of person","Major depressive episode, life",197863,173496,222230,63,12.8,11.2,14.3,63
